Product code;Pair type;Thumbnail;Detailed image
"S0232MRZ1Y";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/url_uploaded_file_13287873494f33af96095d8.jpg#{[ru]:;}"
"H023315I7E";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/2000004455_500.jpg#{[ru]:;}"
"R0234XOWI6";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/2000004453_500.jpg#{[ru]:;}"
"N02351Q6BY";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/2000004467_500.jpg#{[ru]:;}"
"A0236BQ31M";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/2000001597_500.jpg#{[ru]:;}"
"B0237HI9M0";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/2000004674_500a.jpg#{[ru]:;}"
"B0237HI9M0";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/2000004674_500b.jpg#{[ru]:;}"
"B0237HI9M0";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/2000004674_500.jpg#{[ru]:;}"
"Q0238LW6GY";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/iphone-smartphone-hi.jpg#{[ru]:;}"
"L0239KVQ9F";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/white-iphone-hi.jpg#{[ru]:;}"
"E0240Y27BE";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/ipad-black-2.jpg#{[ru]:;}"
"E0240Y27BE";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/ipad-black-3.jpg#{[ru]:;}"
"E0240Y27BE";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/ipad-black-1.jpg#{[ru]:;}"
"I0241GCXF9";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/ipad-white-2.jpg#{[ru]:;}"
"I0241GCXF9";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/ipad-white-3.jpg#{[ru]:;}"
"I0241GCXF9";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/ipad-white-1.jpg#{[ru]:;}"
"G0242JXP9R";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/apple-ipod-hi.jpg#{[ru]:;}"
"U02431526C";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/ipod-shuffle-hi.jpg#{[ru]:;}"
"B00F3IUN27";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/pocket_bell2.jpg"
"B00F3IUN27";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/pocket_bell.jpg"
"B00F3IUN24";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/iphone_5c2.png"
"B00F3IUN24";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/iphones_5c.png"
"B00F3IUN24";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/iphone_green.png"
"B00F3F0GLU";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/go_pro_2.png"
"B00F3F0GLU";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/go_pro_3.png"
"B00F3F0GLU";"A";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/go_pro_4.png"
"B00F3F0GLU";"M";"";"/var/www/medinweb.ru/public/var/files/1/exim/backup/images/go_pro.png"
